OBJECTID,School,CountyReport,Number_of_Total_Cases,ReportDate
2179,Worthington Elementary School,Howard,6,2021/09/29 15:00:00+00
2180,Yellow Springs Elementary School,Frederick,2,2021/09/29 15:00:00+00
2354,Accident Elementary School,Garrett,2,2021/10/06 15:00:00+00
2355,Allegany High School,Allegany,15,2021/10/06 15:00:00+00
2356,Alphabet Education Inc at Mary B Neal Elementary,Charles,2,2021/10/06 15:00:00+00
2357,Annapolis Area Christian School - Lower School Annapolis,Anne Arundel,2,2021/10/06 15:00:00+00
2358,Annapolis Area Christian School -Severn Campus Lower School,Anne Arundel,2,2021/10/06 15:00:00+00
2359,Beall Elementary School,Allegany,3,2021/10/06 15:00:00+00
2360,Bel Air Elementary,Allegany,3,2021/10/06 15:00:00+00
2361,Benjamin Foulois Creative & Performing Arts Academy,Prince George's,11,2021/10/06 15:00:00+00
2362,Bethel Christian Academy,Howard,2,2021/10/06 15:00:00+00
2363,Bethesda-Chevy Chase High School,Montgomery,2,2021/10/06 15:00:00+00
2364,Bodkin Elementary School,Anne Arundel,2,2021/10/06 15:00:00+00
2365,Bohemian Manor High School,Cecil,3,2021/10/06 15:00:00+00
2366,Braddock Middle School,Allegany,16,2021/10/06 15:00:00+00
2367,Bridgeway Elementary School,Anne Arundel,2,2021/10/06 15:00:00+00
2368,Broadfording Christian Academy,Washington,27,2021/10/06 15:00:00+00
2369,Brooklyn Park Middle School,Anne Arundel,2,2021/10/06 15:00:00+00
2370,Bryn Mawr School,Baltimore City,6,2021/10/06 15:00:00+00
2371,Buckingham Elementary School,Worcester,2,2021/10/06 15:00:00+00
2372,Calvert Hall College High School,Baltimore,10,2021/10/06 15:00:00+00
2373,Calvin M. Rodwell Elementary/Middle School,Baltimore City,6,2021/10/06 15:00:00+00
2374,Captain Walter Francis Duke Middle School,St. Mary's,8,2021/10/06 15:00:00+00
2375,Cardinal Shehan,Baltimore City,4,2021/10/06 15:00:00+00
2376,Career Center for Technical Education,Allegany,27,2021/10/06 15:00:00+00
2377,Carter G Woodson Elementary,Somerset,33,2021/10/06 15:00:00+00
2378,Catoctin High School,Frederick,15,2021/10/06 15:00:00+00
2379,Caver Vocational High School,Baltimore City,5,2021/10/06 15:00:00+00
2380,Centreville Middle School,Queen Anne's,7,2021/10/06 15:00:00+00
2381,Chesapeake Bay Middle School,Anne Arundel,13,2021/10/06 15:00:00+00
2382,Chesapeake City Elementary School,Cecil,9,2021/10/06 15:00:00+00
2383,Chesapeake High School,Anne Arundel,24,2021/10/06 15:00:00+00
2384,Clarksville Elementary,Howard,2,2021/10/06 15:00:00+00
2385,Clear Spring High School,Washington,3,2021/10/06 15:00:00+00
2386,Clemens Crossing Elementary School,Howard,2,2021/10/06 15:00:00+00
2387,Cockeysville Middle School,Baltimore,2,2021/10/06 15:00:00+00
2388,Columbia Academy Elementary and Middle School,Howard,3,2021/10/06 15:00:00+00
2389,Cradle Rock Elementary,Howard,3,2021/10/06 15:00:00+00
2390,Crisfield High School,Somerset,9,2021/10/06 15:00:00+00
2391,Crofton High School,Anne Arundel,10,2021/10/06 15:00:00+00
2392,Crofton Middle School,Anne Arundel,2,2021/10/06 15:00:00+00
2393,Crofton Woods Elementary School,Anne Arundel,2,2021/10/06 15:00:00+00
2394,Damascus High School,Montgomery,3,2021/10/06 15:00:00+00
2395,Diamond Elementary School,Montgomery,3,2021/10/06 15:00:00+00
2396,Dr. Nathan A. Pitts-Ashburton Elementary/Middle School,Baltimore City,10,2021/10/06 15:00:00+00
2397,Dublin Elementary School,Harford,4,2021/10/06 15:00:00+00
2398,Dulaney High School,Baltimore,2,2021/10/06 15:00:00+00
2399,Dynard Elementary School,St. Mary's,2,2021/10/06 15:00:00+00
2400,Easton Elementary School,Talbot,3,2021/10/06 15:00:00+00
2401,Ebb Valley Elementary School,Carroll,2,2021/10/06 15:00:00+00
2402,Elmwood Elementary School,Baltimore,4,2021/10/06 15:00:00+00
2403,Esperanza Middle School,St. Mary's,15,2021/10/06 15:00:00+00
2404,Federalsburg Elementary School,Caroline,8,2021/10/06 15:00:00+00
2405,Forbush School at Hunt Valley (Sheppard Pratt),Baltimore,2,2021/10/06 15:00:00+00
2406,Fort Hill High School,Allegany,29,2021/10/06 15:00:00+00
2407,Friends School,Baltimore City,39,2021/10/06 15:00:00+00
2408,Gilpin Manor Elementary School,Cecil,2,2021/10/06 15:00:00+00
2409,Good Shepard Catholic School,Cecil,5,2021/10/06 15:00:00+00
2410,Grange Elementary School,Baltimore,2,2021/10/06 15:00:00+00
2411,Great Mills High School,St. Mary's,34,2021/10/06 15:00:00+00
2412,Greenview Knolls Elementary School,St. Mary's,2,2021/10/06 15:00:00+00
2413,Greenwood Elementary School,Somerset,11,2021/10/06 15:00:00+00
2414,Halethorpe Elementary School,Baltimore,2,2021/10/06 15:00:00+00
2415,Hancock Middle-Senior High School,Washington,6,2021/10/06 15:00:00+00
2416,Harford Technical High School,Harford,17,2021/10/06 15:00:00+00
2417,Haver De Grace Elementary School,Harford,9,2021/10/06 15:00:00+00
2418,Havre de Grace High School,Harford,2,2021/10/06 15:00:00+00
2419,High Point Elementary School,Anne Arundel,2,2021/10/06 15:00:00+00
